Date,open,high,low,close,volume
1656633600,0.0660461,0.0660461,0.0658092,0.0658092,680073.45882633
1656633900,0.0658081,0.0658081,0.0655731,0.0657697,217709.80568428
1656634200,0.0659688,0.0661448,0.0658876,0.0658876,399908.2731509
1656634500,0.0657846,0.0659363,0.0657661,0.0659363,884352.70318773
1656634800,0.0659575,0.0659575,0.0658124,0.0658251,49960.302675479994
1656635100,0.0661327,0.06745,0.0661327,0.0673437,511354.946176
1656635400,0.0673369,0.0681975,0.0673369,0.0676523,93580.76314624
1656635700,0.0676653,0.0676653,0.0671831,0.0671831,46887.61794363
1656636000,0.0674163,0.0677008,0.0674163,0.0674765,84798.3733
1656636300,0.0675663,0.0678612,0.0675236,0.0677902,62997.045682740005
1656636600,0.067514,0.067514,0.0671831,0.0673172,275338.30488144
1656636900,0.0673566,0.0673566,0.0672322,0.0672322,414939.41660113004
1656637200,0.0671923,0.0672259,0.0671093,0.0672194,88798.72066071
1656637500,0.0673774,0.0674762,0.0673729,0.0674762,25000.0
1656637800,0.0672818,0.0672828,0.0670717,0.06725,43175.884000000005
1656638100,0.0673321,0.0673331,0.0673321,0.0673331,4370.23
1656638400,0.0673538,0.067362,0.0673229,0.0673229,64957.0815681
1656638700,0.0674607,0.0675701,0.0674607,0.0675701,54388.73295376
1656639000,0.0675929,0.0675939,0.0673561,0.0673561,43507.16824485
1656639300,0.0673341,0.0676185,0.0673341,0.0676185,13963.821186
1656639600,0.0676185,0.067734,0.0676185,0.067734,41353.52803459
1656639900,0.0676411,0.0676411,0.067413,0.067467,170.75425063
1656640200,0.0674939,0.0675,0.0674939,0.0675,26136.80822444
1656640500,0.06743,0.0675,0.06743,0.0675,110792.66458236
1656640800,0.067734,0.067734,0.0676371,0.0676371,903.89205337
1656641100,0.067521,0.067521,0.067521,0.067521,3401.0
1656641400,0.067741,0.067741,0.06774,0.06774,9247.48459886
1656641700,0.0678822,0.0678822,0.0678212,0.0678212,1976.0
1656642000,0.0677471,0.0677471,0.0675952,0.067611,108998.94342499999
1656642300,0.067667,0.067667,0.0675719,0.0675719,40740.764
